,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,climate model
1414,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1415,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1416,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1417,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1418,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1419,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1420,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1421,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1422,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1423,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1424,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1425,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1426,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1427,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1428,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1429,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1430,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1431,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1432,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1433,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1434,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
